epoch,train_loss,val_loss,train_acc,val_acc,train_correct_acc,train_useful_acc,val_correct_acc,val_useful_acc,val_bertscore,val_codebleu,val_bleu,val_rouge,val_ruby
1,0.6243894158124759,0.6160616675506888,0.6961062254107846,0.7007637121036797,0.6961062254107846,0.6961062254107846,0.7007637121036797,0.7007637121036797,0.7986497309755705,0.7488422847290535,0.730299505390217,0.7587004990298075,0.6613385801725751
2,0.6154386115499019,0.6117509698749168,0.6994619301087711,0.7007637121036797,0.6994619301087711,0.6994619301087711,0.7007637121036797,0.7007637121036797,0.7986497309755705,0.7488422847290535,0.730299505390217,0.7587004990298075,0.6613385801725751
3,0.611702771712111,0.6132989801747522,0.6996644295302014,0.7008794260587827,0.6996644295302014,0.6996644295302014,0.7008794260587827,0.7008794260587827,0.7986497309755705,0.7488422847290535,0.730299505390217,0.7587004990298075,0.6613385801725751
4,0.6099582715901862,0.6141122968087619,0.7004165702383708,0.7008794260587827,0.7004165702383708,0.7004165702383708,0.7008794260587827,0.7008794260587827,0.7986497309755705,0.7488422847290535,0.730299505390217,0.7587004990298075,0.6613385801725751
