epoch,train_loss,val_loss,train_cls_loss,train_contrastive_loss,train_consistent_acc,train_correct_acc,train_useful_acc,val_consistent_accuracy,val_consistent_balanced_accuracy,val_consistent_precision,val_consistent_recall,val_consistent_f1,val_consistent_auc,val_correct_accuracy,val_correct_balanced_accuracy,val_correct_precision,val_correct_recall,val_correct_f1,val_correct_auc,val_useful_accuracy,val_useful_balanced_accuracy,val_useful_precision,val_useful_recall,val_useful_f1,val_useful_auc,val_consistent_acc,val_correct_acc,val_useful_acc,val_bertscore,val_bleu,val_codebleu,val_rouge,val_ruby
11,0.3586671104033788,0.6444756943955381,0.31264808175400793,0.46019028114457416,0.9572649572649573,0.9230769230769231,0.9294871794871795,0.905982905982906,0.905982905982906,1.0,0.905982905982906,0.9506726457399103,NaN,0.6068376068376068,0.6068376068376068,1.0,0.6068376068376068,0.7553191489361702,NaN,0.5897435897435898,0.5897435897435898,1.0,0.5897435897435898,0.7419354838709677,NaN,0.905982905982906,0.6068376068376068,0.5897435897435898,0.5953610724728899,0.5292098421981241,0.562285457335507,0.5292098421981241,0.562285457335507
12,0.23987914812870514,0.5928481516675053,0.20159984118918067,0.3827930558950473,1.0,1.0,1.0,0.9572649572649573,0.9572649572649573,1.0,0.9572649572649573,0.9781659388646288,NaN,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.8,NaN,0.6837606837606838,0.6837606837606838,1.0,0.6837606837606838,0.8121827411167513,NaN,0.9572649572649573,0.6666666666666666,0.6837606837606838,0.5935580458862965,0.5276071518989297,0.5605825988926127,0.5276071518989297,0.5605825988926127
13,0.2260334617816485,0.5480894303729391,0.20150678063559735,0.24526680477409282,1.0,1.0,1.0,0.9829059829059829,0.9829059829059829,1.0,0.9829059829059829,0.9913793103448276,NaN,0.717948717948718,0.717948717948718,1.0,0.717948717948718,0.835820895522388,NaN,0.717948717948718,0.717948717948718,1.0,0.717948717948718,0.835820895522388,NaN,0.9829059829059829,0.717948717948718,0.717948717948718,0.5914717949737569,0.5257527066433396,0.558612250808548,0.5257527066433396,0.558612250808548
14,0.22743560182742584,0.5080748577403207,0.20092412294485631,0.2651147858327271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.7350427350427351,0.7350427350427351,1.0,0.7350427350427351,0.8472906403940886,NaN,0.7863247863247863,0.7863247863247863,1.0,0.7863247863247863,0.8803827751196173,NaN,1.0,0.7350427350427351,0.7863247863247863,0.5893463875770676,0.5238634556240602,0.5566049216005644,0.5238634556240602,0.5566049216005644
15,0.22316144979917085,0.4737099021927923,0.2010034861472937,0.22157962722146612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.7863247863247863,0.7863247863247863,1.0,0.7863247863247863,0.8803827751196173,NaN,0.8205128205128205,0.8205128205128205,1.0,0.8205128205128205,0.9014084507042254,NaN,1.0,0.7863247863247863,0.8205128205128205,0.5873800485911821,0.5221155987477175,0.5547478236694497,0.5221155987477175,0.5547478236694497
16,0.2197125442007668,0.44367805862019205,0.20061029468336675,0.19102249269047353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.8290598290598291,0.8290598290598291,1.0,0.8290598290598291,0.9065420560747663,NaN,0.9145299145299145,0.9145299145299145,1.0,0.9145299145299145,0.9553571428571429,NaN,1.0,0.8290598290598291,0.9145299145299145,0.5856196746740182,0.5205508219324607,0.5530852483032398,0.5205508219324607,0.5530852483032398
17,0.21940437608804458,0.4173490619048094,0.20024374917022184,0.19160626331965128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.8803418803418803,0.8803418803418803,1.0,0.8803418803418803,0.9363636363636364,NaN,0.9829059829059829,0.9829059829059829,1.0,0.9829059829059829,0.9913793103448276,NaN,1.0,0.8803418803418803,0.9829059829059829,0.5840917587428918,0.5191926744381257,0.5516422165905086,0.5191926744381257,0.5516422165905086
18,0.2129367809010367,0.39406444629033405,0.20037080003665045,0.12565980800706097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.905982905982906,0.905982905982906,1.0,0.905982905982906,0.9506726457399103,NaN,0.9914529914529915,0.9914529914529915,1.0,0.9914529914529915,0.9957081545064378,NaN,1.0,0.905982905982906,0.9914529914529915,0.5827951633001651,0.5180401451557023,0.5504176542279338,0.5180401451557023,0.5504176542279338
19,0.21013483073976305,0.3734821300221305,0.20036850984279925,0.09766320489410661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.9401709401709402,0.9401709401709402,1.0,0.9401709401709402,0.9691629955947136,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,0.9401709401709402,1.0,0.5816943010498085,0.5170616009331631,0.5493779509914857,0.5170616009331631,0.5493779509914857
20,0.20823833180798423,0.3551920935129508,0.20015434729747283,0.08083984102958287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.9743589743589743,0.9743589743589743,1.0,0.9743589743589743,0.987012987012987,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,0.9743589743589743,1.0,0.5807609641583867,0.5162319681407888,0.5484964661495876,0.5162319681407888,0.5484964661495876
21,0.20837057350028274,0.3388134167235122,0.2001849933821931,0.0818558021997794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.9914529914529915,0.9914529914529915,1.0,0.9914529914529915,0.9957081545064378,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,0.9914529914529915,1.0,0.5799628859621572,0.5155225652996955,0.5477427256309266,0.5155225652996955,0.5477427256309266
22,0.2093200847888604,0.32411943821825534,0.2003118642884442,0.0900822016927931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,0.5792707340851475,0.514907319186798,0.5470890266359733,0.514907319186798,0.5470890266359733
23,0.20652034369289365,0.3110462350723071,0.2001261260264959,0.06394217851070258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,0.5786614327680886,0.514365718016079,0.546513575392084,0.514365718016079,0.546513575392084
24,0.20707090988627866,0.29932090512707704,0.20012720107522786,0.0694370861364226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,0.5781102175504702,0.5138757489337517,0.545992983242111,0.5138757489337517,0.545992983242111
25,0.20695041744118062,0.2887825363466882,0.20012618397545612,0.06824233459356503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,0.5776035787570838,0.5134254033396296,0.5455144910483566,0.5134254033396296,0.5455144910483566
26,0.20483251043364534,0.2793901389480656,0.20006356076297596,0.047689502055828385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,0.5771348380245723,0.5130087449107308,0.5450717914676515,0.5130087449107308,0.5450717914676515
27,0.20631933467000976,0.2709920054826981,0.20010377657719147,0.06215557487856629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,0.5766969774497834,0.5126195355109183,0.5446582564803509,0.5126195355109183,0.5446582564803509
28,0.20522539304871845,0.26349537367494696,0.19982449914145672,0.05400894289342766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,0.5762851226600251,0.5122534423644666,0.5442692825122454,0.5122534423644666,0.5442692825122454
29,0.2052607507023037,0.2568112820641607,0.19998071782099894,0.05280032537431798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,0.5758978796396739,0.5119092263463767,0.5439035529930256,0.5119092263463767,0.5439035529930256
30,0.2054801612582981,0.25085719413736945,0.20022168080521446,0.05258480529499869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,0.5755346394984514,0.5115863462208456,0.5435604928596481,0.5115863462208456,0.5435604928596481
