epoch,train_loss,val_loss,reward,gradient_norm,bertscore,codebleu,bleu,rouge,ruby,learning_rate,epoch_time,entropy,kl_divergence,balanced_accuracy
1,6.062727789947952,,0.22370616464993617,47.62362705314529,0.77483731508255,0.019065843942825903,0.0003202972815102471,0.11266894308023709,0.21163842386255752,6.666666666666667e-06,678.3423161506653,2.9651359613390937,7.854662322871192,1.0
2,2.3878930418387703,,0.2363845248957602,5.572171166435742,0.7447379231452942,0.0,0.0,0.04650364650364651,0.3906810548298604,1.3333333333333333e-05,1111.8261868953705,2.3183938912723376,8.501404392937948,1.0
3,1.5814852990965913,,0.3056539996400577,4.989983837380552,0.8184224963188171,0.10290166674522401,0.008575264834422123,0.21835403838938686,0.38001653191243834,2e-05,1033.212253332138,1.5631080062493035,9.256690277960983,1.0
4,1.3058191801326862,,0.32276149019058664,4.153610543130919,0.8250890970230103,0.09944068678459937,0.016658438041978453,0.2343524953909372,0.43826673371240804,1.925925925925926e-05,1091.0172371864319,1.3101758404054504,9.509622443804835,1.0
5,1.0853067489637844,,0.32543839893716636,4.062552395716144,0.840425431728363,0.10134000376355083,0.01831556173866222,0.26027517688175433,0.4068358205735014,1.851851851851852e-05,1021.2799606323242,1.1164424104103143,9.703355873799971,1.0
6,0.908315755750822,,0.3373075655891741,4.122061972576425,0.8409992456436157,0.17520146214819882,0.025125877416190785,0.24337137122167374,0.4018398715161914,1.7777777777777777e-05,1064.4838156700134,0.9681227980316549,9.851675486178632,1.0
7,0.7548338509556176,,0.3243684713069923,4.086582554660159,0.8333494067192078,0.13687718535525975,0.025950727798858566,0.24463656549865606,0.3810284711629795,1.7037037037037038e-05,1123.4985508918762,0.8410777587821519,9.978720525428134,1.0
8,0.6214946374513101,,0.3479871416219626,4.087958539718498,0.8582580089569092,0.17358070583877033,0.0350852112532844,0.2754656576912443,0.39754612436960446,1.6296296296296297e-05,1074.2239918708801,0.7440885504086813,10.075709733801604,1.0
9,0.5125465755877288,,0.35454721913150716,3.870420979728278,0.8599943518638611,0.15466792589657863,0.042694862556901275,0.2929302064768346,0.4224487488633601,1.555555555555556e-05,1789.7036871910095,0.6700665011354114,10.149731783074875,1.0
10,0.4303642079450082,,0.34721307221917064,3.7077709450432903,0.8667204976081848,0.1455658232223697,0.037838832719834216,0.26892542983647405,0.4170147777089903,1.4814814814814815e-05,978.2102956771851,0.6085622010455616,10.211236083164724,1.0
