epoch,train_loss,val_loss,reward,gradient_norm,bertscore,codebleu,bleu,rouge,ruby,learning_rate,epoch_time,entropy,kl_from_uniform,balanced_accuracy
1,5.867841388868249,,0.07155467653028497,45.65524576891755,0.0,0.006503696826277472,0.0003280612157128337,0.07235367836258982,0.2785879462468447,6.666666666666667e-06,241.83373522758484,2.977552140968433,7.842246143241853,0.5
2,2.4014453006827314,,0.08820888334114428,5.788251217253113,0.0,0.0,0.0,0.05077091903915147,0.39027349766656994,1.3333333333333333e-05,256.9444797039032,2.321252542129461,8.498545742080825,0.5
3,1.5826942039572673,,0.13583846939792762,4.9392837370096325,0.0,0.0981278151996524,0.008425856260704287,0.1598959073572978,0.4127427681719837,2e-05,258.826863527298,1.5760375796884731,9.243760704521813,0.5
4,1.3083550446275352,,0.1315751209258759,4.197319014287757,0.0,0.08970272558982237,0.013755530487517435,0.1675595356787452,0.3868578128732945,1.925925925925926e-05,260.9064452648163,1.30581906221915,9.513979221991136,0.5
5,1.0834305856538855,,0.1369699689446687,3.9954726488467402,0.0,0.1116029843022253,0.010719661317377598,0.21951114159407095,0.3430160575096697,1.851851851851852e-05,261.71036076545715,1.117659933325173,9.702138350885113,0.5
6,0.8912029048238975,,0.14286125799993582,4.004890826552843,0.0,0.14121222315482276,0.017189923043051943,0.24100320932501212,0.3149009344767922,1.7777777777777777e-05,261.06963896751404,0.9566600987876671,9.863138185422619,0.5
7,0.7405375233594922,,0.1437138499570605,4.0132129892865205,0.0,0.1269105222734255,0.02169001123344685,0.23213636171626478,0.33783235456216537,1.7037037037037038e-05,262.19801902770996,0.8336850711400958,9.98611321307019,0.5
8,0.614182833744132,,0.14872087230830217,3.9131570748700035,0.0,0.10741747242780487,0.02077283094784716,0.23484019763861785,0.3805738605272409,1.6296296296296297e-05,264.0471615791321,0.7392258976680645,10.080572386542222,0.5
9,0.5036887768386067,,0.16065122839624707,3.731569859870984,0.0,0.16719719278990497,0.02836643323004335,0.25935754837294683,0.34833496758834026,1.555555555555556e-05,259.8433589935303,0.661807273393092,10.157991010817193,0.5
10,0.4193341511747111,,0.17374006159410263,3.6333562381021487,0.0,0.1631440973471603,0.03936429800745842,0.301662529296917,0.36452938331897744,1.4814814814814815e-05,260.02490186691284,0.5956047263698302,10.224193557840456,0.5
11,0.354938732109208,,0.18838756370367435,3.4729426093209352,0.0,0.19565264480537414,0.030042325849898365,0.2940079768741631,0.4222348709889362,1.4074074074074075e-05,260.4840943813324,0.5441027268551398,10.275695557355146,0.5
12,0.2988128853232964,,0.17680625939781597,3.2494101778982807,0.0,0.1658943131793383,0.03372451631409766,0.3095026258674291,0.37490984162821483,1.3333333333333333e-05,260.10389018058777,0.4936342060134031,10.326164078196882,0.5
13,0.25717903187741403,,0.19569570054737212,3.0565233418729845,0.0,0.17708573825575633,0.04255692747125766,0.32541001682178644,0.4334258201880601,1.2592592592592593e-05,262.2142446041107,0.4458246269951696,10.373973657215116,0.5
