epoch,train_loss,val_loss,reward,gradient_norm,bertscore,codebleu,bleu,rouge,ruby,learning_rate,epoch_time,entropy,kl_from_uniform,balanced_accuracy
1,5.817671461381774,,0.06291704636920994,44.04921607836405,0.0,0.006424170010829388,0.000359475077627769,0.1094072713301613,0.19839431542743122,6.666666666666667e-06,260.6342132091522,2.9277268630870874,7.892071421123198,0.5
2,2.4194918637690335,,0.09745077252088366,5.7900662210891864,0.0,0.024817552951244444,0.0008304412375266775,0.06905454654980271,0.39255132186584446,1.3333333333333333e-05,261.3715524673462,2.341463652209959,8.478334632000326,0.5
3,1.586512241674506,,0.1434395473886642,4.849742688351603,0.0,0.09522357441212155,0.009133178045011571,0.24166119768503444,0.37117978680115354,2e-05,263.9803991317749,1.5820213832717012,9.237776900938584,0.5
4,1.3042210863120314,,0.12917476402248532,4.132591525423419,0.0,0.08713939155520588,0.00793190939937053,0.193706753257102,0.3570957659007481,1.925925925925926e-05,261.26295924186707,1.3126588567443516,9.507139427465935,0.5
5,1.0821100615936776,,0.1440892113585982,4.023652646509127,0.0,0.12304632417257556,0.009710439194692715,0.23153622525242543,0.3561530681732973,1.851851851851852e-05,262.5349495410919,1.1102280854314999,9.709570198778787,0.5
6,0.9032474941965463,,0.18380701808708624,4.069345465611956,0.0,0.1393902313077345,0.035353909981792435,0.29852305583830696,0.4457678933075972,1.7777777777777777e-05,261.1206021308899,0.963906605174576,9.85589167903571,0.5
7,0.7493026204731154,,0.18587321556352915,4.10374758195114,0.0,0.15173371652159592,0.03807898684779069,0.3007925381380827,0.4387608363101765,1.7037037037037038e-05,261.62060356140137,0.8419316622658052,9.97786662194448,0.5
8,0.6179995605911034,,0.16525707185023505,3.9843744306647353,0.0,0.13268686958203085,0.03289027597888187,0.26640225332508605,0.3943059603651765,1.6296296296296297e-05,263.2402286529541,0.7415736883446791,10.078224595865606,0.5
9,0.5113995921784553,,0.19807365518184664,3.7834827112601084,0.0,0.20186918891174788,0.03243501602063129,0.3254871781857011,0.4305768927911528,1.555555555555556e-05,261.6104185581207,0.6667078059652577,10.153090478245028,0.5
10,0.4222125996282135,,0.177785915257738,3.690007987998908,0.0,0.17105648056137676,0.03321453400432247,0.28306808748257145,0.4015904742404192,1.4814814814814815e-05,259.47814321517944,0.5997291488060053,10.22006913540428,0.5
11,0.3540734727529512,,0.1894616610954638,3.462137198998121,0.0,0.23904651188946752,0.030657499813279605,0.2920545781891661,0.38554971558540585,1.4074074074074075e-05,263.38036727905273,0.5421327058819757,10.27766557832831,0.5
12,0.2999040862356407,,0.14453847166852957,3.3104398281551606,0.0,0.17938950132444256,0.03270001793284279,0.23885654137209877,0.2717462977132637,1.3333333333333333e-05,262.6987655162811,0.49823677626208984,10.321561507948196,0.5
