epoch,train_loss,val_loss,reward,gradient_norm,bertscore,codebleu,bleu,rouge,ruby,learning_rate,epoch_time,entropy,kl_from_uniform,balanced_accuracy
13,0.26182594711797824,,0.20342876797052573,3.150241442397299,0.0,0.1877300710901426,0.04372497469613749,0.31979431588673135,0.46589447817961727,1.2592592592592593e-05,262.21818804740906,0.4545196808766628,10.365278603333623,0.5
14,0.2218234205375547,,0.19256275052766725,2.8652234701023276,0.0,0.22655434738211527,0.04604216186873153,0.3202673984650991,0.3699498449223903,1.1851851851851852e-05,264.5172083377838,0.41095017069491785,10.408848113515369,0.5
15,0.19915960146033246,,0.2067917081593878,2.718276797291975,0.0,0.20002297940239872,0.04566454146228165,0.34030308757006206,0.4479679323621967,1.1111111111111113e-05,262.9909579753876,0.37697897721891815,10.442819306991368,0.5
16,0.17418172966310944,,0.20154789995869482,2.49508360105885,0.0,0.218251475891388,0.04570869227937194,0.321837892553241,0.42194143906947307,1.037037037037037e-05,259.1364781856537,0.3455355387666951,10.47426274544359,0.5
17,0.1620269643439763,,0.19901425974462175,2.4470771571304715,0.0,0.1918658936442794,0.04473863341213785,0.3271037814919155,0.43136299017477603,9.62962962962963e-06,262.52576541900635,0.3132350793567257,10.50656320485356,0.5
18,0.1494550079755161,,0.1987352091996037,2.3557894388108935,0.0,0.20116982019925786,0.047797802369161015,0.34341828332205127,0.40129014010754827,8.888888888888888e-06,261.7119097709656,0.2965505499986635,10.523247734211623,0.5
19,0.13576257110073947,,0.187345653427437,2.234290783817739,0.0,0.1654935954977877,0.03131017464768208,0.32337399272446765,0.41655050426724766,8.148148148148148e-06,260.4148037433624,0.27499467609585193,10.544803608114433,0.5
20,0.13053338877532794,,0.20160319211929717,2.1885944299720874,0.0,0.19742535940182912,0.04519684168451808,0.33546562290259774,0.42992813660754103,7.4074074074074075e-06,262.73771595954895,0.261271134774754,10.558527149435532,0.5
21,0.119260441025962,,0.20200719319375335,2.023788637106067,0.0,0.21861835047148054,0.04695210025001137,0.336928229264222,0.4075372859830529,6.666666666666667e-06,263.2112486362457,0.2459170533263165,10.57388123088397,0.5
22,0.11631053615955339,,0.19970440130225858,2.200870141240235,0.0,0.18643547957893222,0.04401073614350746,0.3360161936233887,0.43205959716546455,5.925925925925926e-06,188.7929015159607,0.23361737000337546,10.58618091420691,0.5
23,0.11043506445012231,,0.19567245018109686,1.9886567499947974,0.0,0.17692758790013016,0.039219258865754544,0.3163337229370918,0.4458816812025079,5.185185185185185e-06,188.51891112327576,0.22598408400148584,10.5938142002088,0.5
24,0.10616051357077516,,0.18132941257166912,1.8459953959993627,0.0,0.163382430477496,0.039417906863118767,0.3037750729744715,0.4000716525432594,4.444444444444444e-06,188.3204643726349,0.21832120904456015,10.601477075165725,0.5
25,0.10085947919582976,,0.1896778575533885,1.7299174503109678,0.0,0.15289442386045712,0.03810611848803464,0.31861632705329046,0.43877241836516034,3.7037037037037037e-06,188.41087245941162,0.21079495408828708,10.609003330121999,0.5
26,0.09965134487635847,,0.18486535392851117,1.7696634699775737,0.0,0.1653154705556974,0.03990451524233446,0.3163857672111475,0.4027210166333766,2.962962962962963e-06,187.87449836730957,0.20326128861178522,10.616536995598501,0.5
27,0.09607355820312016,,0.19188297410521343,1.6657762602726824,0.0,0.18622775719379045,0.04013718728355074,0.3178917045077235,0.4151582215410025,2.222222222222222e-06,188.09357285499573,0.1985534433869348,10.621244840823351,0.5
28,0.0944436430607153,,0.18576306648120094,1.6959820999202997,0.0,0.16645590718000497,0.03942740357418136,0.31235955457555553,0.41057246707626277,1.4814814814814815e-06,188.40223217010498,0.19539216182370117,10.624406122386585,0.5
29,0.09287806357378545,,0.19279629437629237,1.596638421059977,0.0,0.1887367177672672,0.040928953577597085,0.32219753409818314,0.4121182664384143,7.407407407407407e-07,187.07192492485046,0.19135886128397955,10.628439422926306,0.5
30,0.09130949877958366,,0.19283620998090442,1.652061273898772,0.0,0.18867562294810786,0.04093995099786532,0.3218812785637113,0.41268419739483764,0.0,187.99387311935425,0.18852099614298862,10.631277288067297,0.5
